연번,전체기관명,도로명주소,geometry
1606,경찰청 전라남도경찰청 완도경찰서 고금파출소,전라남도 완도군 고금면 고금동로2번길 16,[126.801600449213 34.3957771543126]
1607,경찰청 전라남도경찰청 완도경찰서 신지파출소,전라남도 완도군 신지면 신지로 551 ,[126.827117918998 34.3338978058266]
1608,경찰청 전라남도경찰청 완도경찰서 노화파출소,전라남도 완도군 노화읍 이목길 29-9,[126.569984786965 34.1776509630001]
1609,경찰청 전라남도경찰청 진도경찰서 조도파출소,전라남도 진도군 조도면 창리길 11,[126.050573903205 34.2987723699613]
1611,경찰청 전라남도경찰청 진도경찰서 읍내파출소,전라남도 진도군 진도읍 남동3길 1,[126.262592935933 34.481295707289]
1612,경찰청 전라남도경찰청 진도경찰서 고군파출소,전라남도 진도군 고군면 진도대로 280,[126.341805039616 34.492509458025]
1613,경찰청 전라남도경찰청 진도경찰서 임회파출소,전라남도 진도군 임회면 석교길 47-15,[126.19126263112 34.4058215176906]
1614,경찰청 전라남도경찰청 진도경찰서 군내파출소,전라남도 진도군 군내면 진도대로 7957,[126.297639532125 34.5373658627577]
1615,경찰청 전라남도경찰청 진도경찰서 지산파출소,전라남도 진도군 지산면 인지인천1길 26,[126.167484758945 34.4246385783821]
1616,경찰청 전라남도경찰청 구례경찰서 읍내파출소,전라남도 구례군 구례읍 로터리길 7,[127.465394112654 35.2091650908677]
1617,경찰청 전라남도경찰청 구례경찰서 광의파출소,전라남도 구례군 광의면 광의철쭉동산로 8,[127.441546144387 35.2608066962932]
1618,경찰청 전라남도경찰청 구례경찰서 간전파출소,전라남도 구례군 간전면 간전중앙로 188,[127.542083229914 35.1751450627009]
1619,경찰청 전라남도경찰청 구례경찰서 산동파출소,전라남도 구례군 산동면 원촌길 94,[127.438469758994 35.3139654523407]
1620,경찰청 전라남도경찰청 구례경찰서 토지파출소,전라남도 구례군 토지면 섬진강대로 5058,[127.525134318056 35.1981261844936]
1621,경찰청 전라남도경찰청 구례경찰서 마산파출소,전라남도  구례군 마산면 화엄사로 144,[127.487170990089 35.2224600049835]
1622,경찰청 경상북도경찰청 경주경찰서 산내파출소,경상북도 경주시 산내면 의곡중앙길 34 산내파출소,[129.047268242537 35.7580493849529]
1623,경찰청 경상북도경찰청 경주경찰서 양남파출소,경상북도 경주시 양남면 하서중앙길 59,[129.462464879994 35.6761039549578]
1624,경찰청 경상북도경찰청 경주경찰서 외동파출소,경상북도 경주시 외동읍 입실로 81,[129.323833976663 35.7155060787142]
1625,경찰청 경상북도경찰청 경주경찰서 불국파출소,경상북도 경주시 산업로 2999 ,[129.300526373777 35.7743124649035]
1626,경찰청 경상북도경찰청 경주경찰서 역전파출소,경상북도 경주시 원화로 270 역전파출소,[129.217520173149 35.8448596048096]
1627,경찰청 경상북도경찰청 경주경찰서 보문파출소,경상북도 경주시 경감로 589,[129.287055336353 35.8346879193826]
1628,경찰청 경상북도경찰청 경주경찰서 건천파출소,경상북도 경주시 건천읍 내서로 1109,[129.10344515346 35.8500273828504]
1630,경찰청 경상북도경찰청 경주경찰서 안강파출소,경상북도 경주시 안강읍 안강중앙로 223 안강파출소,[129.224589090626 35.9924849750248]
1631,경찰청 경상북도경찰청 경주경찰서 강동파출소,경상북도 경주시 강동면 인동새들길 10,[129.273107680795 35.9870312962259]
1632,경찰청 경상북도경찰청 경주경찰서 감포파출소,경상북도 경주시 감포읍 감포로3길 40 ,[129.503869547466 35.8037588608911]
1633,경찰청 경상북도경찰청 경주경찰서 문무대왕파출소,경상북도 경주시 양북면 어일1길 39(어일리 837-2),[129.442201877422 35.7917577179687]
1634,경찰청 경상북도경찰청 경주경찰서 중앙파출소,경상북도 경주시 금성로 296-1 ,[129.207276309739 35.8440177683929]
1635,경찰청 경상북도경찰청 경주경찰서 황남파출소,경상북도 경주시 포석로 1052,[129.209622623986 35.83491155146]
1636,경찰청 경상북도경찰청 경주경찰서 충효파출소,경상북도 경주시 충효중앙길 50-5 ,[129.185349334892 35.8437137331861]
1637,경찰청 경상북도경찰청 경주경찰서 내남파출소,경상북도 경주시 내남면 포석로 370,[129.205470535512 35.7743166834274]
1638,경찰청 경상북도경찰청 경주경찰서 황성파출소,경상북도 경주시 용담로 11,[129.219235147335 35.8604122619718]
1639,경찰청 경상북도경찰청 경주경찰서 성건파출소,경상북도 경주시 금성로 424 성건파출소,[129.207102985357 35.8555336912989]
1640,경찰청 경상북도경찰청 경주경찰서 현곡파출소,경상북도 경주시 현곡면 다경길 9-3,[129.179050006628 35.886052732139]
1641,경찰청 경상북도경찰청 경주경찰서 동천파출소,경상북도 경주시 탈해로 65,[129.230263027933 35.85143084522]
1642,경찰청 경상북도경찰청 경주경찰서 용강파출소,경상북도 경주시 산업로 4354 ,[129.224585030624 35.8682547685386]
1643,경찰청 경상북도경찰청 경주경찰서 천북파출소,경상북도 경주시 천북면 동산3길 9,[129.268876538695 35.8961751610512]
1644,경찰청 경상북도경찰청 포항북부경찰서 환여파출소,경상북도 포항시 북구  삼호로 370,[129.389169128428 36.066983085242]
1645,경찰청 경상북도경찰청 포항북부경찰서 신광파출소,경상북도 포항시 북구 신광면 토성길 15,[129.260548419711 36.1283084320608]
1646,경찰청 경상북도경찰청 포항북부경찰서 송라파출소,경상북도 포항시 북구 송라면 보경로 38,[129.358485908092 36.2284278739399]
1647,경찰청 경상북도경찰청 포항북부경찰서 죽장파출소,경상북도 포항시 북구  새마을로 3606,[129.095113964993 36.1602952270834]
1648,경찰청 경상북도경찰청 포항북부경찰서 기계파출소,경상북도 포항시 북구 기계면 기계로 92-11,[129.20653711456 36.0710122255788]
1649,경찰청 경상북도경찰청 포항북부경찰서 기북파출소,경상북도 포항시 북구 기북면 기북로 433,[129.165805831433 36.1277676736391]
1650,경찰청 경상북도경찰청 포항북부경찰서 흥해파출소,경상북도 포항시 북구 흥해읍 흥해로 78,[129.348035014556 36.1115957571636]
1651,경찰청 경상북도경찰청 포항북부경찰서 청하파출소,경상북도 포항시 북구 청하면 청하로 178,[129.339208419009 36.195172456658]
1652,경찰청 경상북도경찰청 포항북부경찰서 양학파출소,경상북도 포항시 북구  양학로7,[129.35131891755 36.0245625619169]
1653,경찰청 경상북도경찰청 포항북부경찰서 죽도파출소,경상북도 포항시 북구  중흥로 280,[129.362098597131 36.0274925461886]
1654,경찰청 경상북도경찰청 포항북부경찰서 덕산파출소,경상북도 포항시 북구 중앙로 352,[129.365561838056 36.044084087836]
1655,경찰청 경상북도경찰청 포항북부경찰서 용당파출소,경상북도 포항시 북구  용당로91번길 10,[129.360757178929 36.0364623066274]
1656,경찰청 경상북도경찰청 포항북부경찰서 장성파출소,경상북도 포항시 북구  법원로39번길 36,[129.381682004055 36.0785511245012]
1657,경찰청 경상북도경찰청 포항북부경찰서 학산파출소,경상북도 포항시 북구  삼호로 147,[129.373740755912 36.0529543827907]
1658,경찰청 경상북도경찰청 포항북부경찰서 양덕파출소,경상북도 포항시 북구 장량중앙로 65,[129.389210538661 36.0901947447293]
1659,경찰청 경상북도경찰청 포항남부경찰서 효곡대이지구대,경상북도 포항시 남구 대잠길 15 ,[129.338008682778 36.0110864135616]
1660,경찰청 경상북도경찰청 포항남부경찰서 상대지구대,경상북도 포항시 남구 상공로 84,[129.359214532749 36.0154157675068]
1661,경찰청 경상북도경찰청 포항남부경찰서 구룡포파출소,경상북도 포항시 남구 호미로 182번길,[129.552231250391 35.987957308307]
1662,경찰청 경상북도경찰청 포항남부경찰서 장기파출소,경상북도 포항시 남구 장기면 읍내길 94,[129.493347633389 35.8954255258659]
1663,경찰청 경상북도경찰청 포항남부경찰서 동해파출소,경상북도 포항시 남구 동해면 일월로 52번길,[129.43870665812 35.9885325875144]
1664,경찰청 경상북도경찰청 포항남부경찰서 제철파출소,경상북도 포항시 남구 동해안로 6041 ,[129.403653878304 35.9956598520637]
1665,경찰청 경상북도경찰청 포항남부경찰서 호미곶파출소,경상북도 포항시 남구 호미곶면 해맞이로160,[129.563432754141 36.0771376061389]
1666,경찰청 경상북도경찰청 포항남부경찰서 송도파출소,경상북도 포항시 남구 축항로 115 ,[129.380886809723 36.0305603129732]
1667,경찰청 경상북도경찰청 포항남부경찰서 대송파출소,경상북도 포항시 남구 대송면 제내길 13,[129.363707496892 35.9851807800859]
1668,경찰청 경상북도경찰청 포항남부경찰서 연일파출소,경상북도 포항시 남구 연일읍 철강로25번길 62,[129.346329025044 35.997198319688]
1669,경찰청 경상북도경찰청 포항남부경찰서 오천파출소,경상북도 포항시 남구 오천읍 정몽주로 547 ,[129.415564953194 35.9670688507891]
1670,경찰청 경상북도경찰청 포항남부경찰서 문덕파출소,경상북도 포항시 남구 오천읍 냉천로 318,[129.408909396063 35.9665928361183]
1671,경찰청 경상북도경찰청 포항남부경찰서 해도파출소,경상북도 포항시 남구 상공로 228 ,[129.370773067091 36.0225298081016]
1672,경찰청 경상북도경찰청 구미경찰서 상림지구대,경상북도 구미시 금오대로 482,[128.359905036037 36.0848857402525]
1673,경찰청 경상북도경찰청 구미경찰서 원평지구대,경상북도 구미시 원남로2길 26,[128.319223165908 36.1302570696671]
1674,경찰청 경상북도경찰청 구미경찰서 형곡지구대,경상북도 구미시 경은로 56,[128.334409350541 36.1135295657583]
1675,경찰청 경상북도경찰청 구미경찰서 도량지구대,경상북도 구미시 문장로 119,[128.330847887461 36.1440155411415]
1676,경찰청 경상북도경찰청 구미경찰서 봉곡파출소,경상북도 구미시 봉곡남로 16,[128.304778809753 36.1511831766776]
1677,경찰청 경상북도경찰청 구미경찰서 도개파출소,경상북도 구미시 도개면 도안로 121,[128.329969788957 36.300911033606]
1678,경찰청 경상북도경찰청 구미경찰서 장천파출소,경상북도 구미시 장천면 강동로 170,[128.49548066925 36.1248855718708]
1679,경찰청 경상북도경찰청 구미경찰서 고아파출소,경상북도 구미시 선산대로 974-6,[128.32954160751 36.2104467873513]
1680,경찰청 경상북도경찰청 구미경찰서 산동파출소,경상북도 구미시 산동면 강동로 1030 ,[128.435070933672 36.1693643525325]
1681,경찰청 경상북도경찰청 구미경찰서 해평파출소,경상북도 구미시 해평면 강동로 1661,[128.390800803898 36.198725394993]
1682,경찰청 경상북도경찰청 구미경찰서 선산파출소,경상북도 구미시 선산읍 선산중앙로 79,[128.29938747458 36.2429470808941]
1683,경찰청 경상북도경찰청 구미경찰서 무을파출소,경상북도 구미시 무을면 상무로 951,[128.194354713149 36.2614188031046]
1685,경찰청 경상북도경찰청 구미경찰서 양포파출소,경상북도 구미시 흥안로 6,[128.417899324642 36.1473147833296]
1686,경찰청 경상북도경찰청 구미경찰서 신평파출소,경상북도 구미시 칠성로2길 32,[128.360766487724 36.1218498180897]
1687,경찰청 경상북도경찰청 구미경찰서 인동파출소,경상북도 구미시 인동중앙로 28,[128.422005138128 36.1074295126524]
1688,경찰청 경상북도경찰청 구미경찰서 진평파출소,경상북도 구미시 인동22길 33,[128.425491531867 36.0952663118802]
1689,경찰청 경상북도경찰청 경산경찰서 서부지구대,경상북도 경산시 성암로 27,[128.720664468174 35.8226598385317]
1690,경찰청 경상북도경찰청 경산경찰서 중앙파출소,경상북도 경산시 대학로 207,[128.745572451822 35.8344851800164]
1691,경찰청 경상북도경찰청 경산경찰서 자인파출소,경상북도 경산시 자인면 금학로 8,[128.823525655936 35.8203706520191]
1692,경찰청 경상북도경찰청 경산경찰서 동부파출소,경상북도 경산시 계양로 44,[128.748028299645 35.8196255812913]
1693,경찰청 경상북도경찰청 경산경찰서 하양파출소,경상북도 경산시 하양읍 금송로 179,[128.825342599339 35.9273383200475]
1694,경찰청 경상북도경찰청 경산경찰서 압량파출소,경상북도 경산시 압량면 부적길 50,[128.760882967957 35.8439201809049]
1695,경찰청 경상북도경찰청 경산경찰서 진량파출소,경상북도 경산시 진량읍 낙산길 6,[128.812166970391 35.8751448518977]
1696,경찰청 경상북도경찰청 경산경찰서 와촌파출소,경상북도 경산시 와촌면 금송로 419 ,[128.835941616831 35.946677855309]
1697,경찰청 경상북도경찰청 안동경찰서 역전지구대,경상북도 안동시  경동로 690 ,[128.7333953308 36.5629500807548]
1698,경찰청 경상북도경찰청 안동경찰서 송하지구대,경상북도 안동시  경동로 278,[128.691696856269 36.5726772041401]
1699,경찰청 경상북도경찰청 안동경찰서 태화지구대,경상북도 안동시  태화2길 7,[128.713710603092 36.5626561750848]
1700,경찰청 경상북도경찰청 안동경찰서 길안파출소,경상북도 안동시 길안면 천지길 41,[128.89209224489 36.4585967019681]
1701,경찰청 경상북도경찰청 안동경찰서 풍천파출소,경상북도 안동시 풍천면 지풍로 1479,[128.507231617414 36.5561157607839]
1702,경찰청 경상북도경찰청 안동경찰서 예안파출소,경상북도 안동시 예안면 임예로 1923 ,[128.884605746403 36.6616215504149]
1703,경찰청 경상북도경찰청 안동경찰서 풍산파출소,경상북도 안동시 풍산읍 풍산중앙길 139,[128.575984342387 36.578669136504]
1704,경찰청 경상북도경찰청 안동경찰서 임하파출소,경상북도 안동시 임하면 충효로 3257 ,[128.830193922845 36.5245515210009]
1705,경찰청 경상북도경찰청 안동경찰서 남선파출소,경상북도 안동시 남선면 충효로 3854 ,[128.770898633869 36.5262926195296]
1706,경찰청 경상북도경찰청 안동경찰서 강남파출소,경상북도 안동시  강남로 169 ,[128.719530804946 36.5524654918851]
1707,경찰청 경상북도경찰청 안동경찰서 용상파출소,경상북도 안동시  경동로 959,[128.759323681033 36.5544713246132]
1708,경찰청 경상북도경찰청 안동경찰서 임동파출소,경상북도 안동시 임동면 챗거리길 25,[128.918624521489 36.5669966125666]
1709,경찰청 경상북도경찰청 안동경찰서 일직파출소,경상북도 안동시 일직면 경북대로 7356,[128.661413200055 36.4753751670853]
1710,경찰청 경상북도경찰청 안동경찰서 도산파출소,경상북도 안동시  도산면 퇴계로 2543,[128.833378056462 36.7413170836771]
1711,경찰청 경상북도경찰청 안동경찰서 북후파출소,경상북도 안동시 북후면 북평로 897 ,[128.702982485464 36.6867415916374]
1712,경찰청 경상북도경찰청 안동경찰서 와룡파출소,경상북도 안동시 와룡면  퇴계로 841,[128.767013904373 36.6178930949266]
1713,경찰청 경상북도경찰청 안동경찰서 옥동지구대,경상북도 안동시 광명로 7,[128.68571303705 36.5581108135656]
1714,경찰청 경상북도경찰청 김천경찰서 아포파출소,경상북도 김천시 아포읍 국사길 143 ,[128.257916561346 36.1594696451162]
1715,경찰청 경상북도경찰청 김천경찰서 남부파출소,경상북도 김천시 지례면 상부길 107,[128.027107370371 35.985027559569]
1716,경찰청 경상북도경찰청 김천경찰서 대덕파출소,경상북도 김천시 대덕면 대덕로 761 ,[127.966885366582 35.9162922852637]
1717,경찰청 경상북도경찰청 김천경찰서 역전파출소,경상북도 김천시 김천로 119,[128.115111167387 36.1230354096252]
1718,경찰청 경상북도경찰청 김천경찰서 구성파출소,경상북도 김천시 구성면 남김천대로 2327-4 ,[128.041053167601 36.0296744123773]
1719,경찰청 경상북도경찰청 김천경찰서 중앙지구대,경상북도 김천시 영남대로 2009 ,[128.148890473967 36.1188060391724]
1720,경찰청 경상북도경찰청 김천경찰서 자산파출소,경상북도 김천시 자산로 41-2,[128.127086408239 36.1194578173324]
1721,경찰청 경상북도경찰청 김천경찰서 조마파출소,경상북도 김천시 조마면 강곡1길 22 ,[128.098408638911 36.0346945983749]
1722,경찰청 경상북도경찰청 김천경찰서 서부지구대,경상북도 김천시 송설로 106,[128.09623557178 36.1236719450878]
1723,경찰청 경상북도경찰청 김천경찰서 직지파출소,경상북도 김천시 대항면 직지로 182,[128.018147480739 36.1166704681709]
1724,경찰청 경상북도경찰청 김천경찰서 북부지구대,경상북도 김천시 대학로 129,[128.089574762958 36.1364191279657]
1725,경찰청 경상북도경찰청 김천경찰서 어모파출소,경상북도 김천시 어모면 어모로 249,[128.11755872084 36.1788145826879]
1726,경찰청 경상북도경찰청 김천경찰서 감문파출소,경상북도 김천시 감문로 985,[128.174694006922 36.2108804858796]
1727,경찰청 경상북도경찰청 김천경찰서 동부지구대,경상북도 김천시 혁신6로 75,[128.189595350933 36.1244627631105]
1728,경찰청 경상북도경찰청 영주경찰서 신영주지구대,경상북도 영주시 선비로 66 신영주지구대,[128.624205558607 36.8114558544708]
1729,경찰청 경상북도경찰청 영주경찰서 서부지구대,경상북도 영주시 선비로 205 서부지구대,[128.618078639781 36.822503764482]
1730,경찰청 경상북도경찰청 영주경찰서 동부지구대,경상북도 영주시 원당로 228 동부지구대,[128.635248526225 36.8294178427852]
1733,경찰청 경상북도경찰청 영주경찰서 안정파출소,경상북도 영주시 신재로 541 안정파출소,[128.556525658669 36.8461806430016]
1734,경찰청 경상북도경찰청 영주경찰서 순흥파출소,경상북도 영주시 순흥면 순흥로 63 순흥파출소,[128.575480751984 36.9152873257308]
1735,경찰청 경상북도경찰청 영주경찰서 풍기파출소,경상북도 영주시 풍기읍 기주로 114 풍기파출소,[128.523954755491 36.870877666766]
1736,경찰청 경상북도경찰청 영천경찰서 금호파출소,경상북도 영천시 금호읍 금호로 115,[128.874444405188 35.9319194650665]
1737,경찰청 경상북도경찰청 영천경찰서 고경파출소,경상북도 영천시 고경면 호국로 1079,[129.047281867663 36.0016038471719]
1738,경찰청 경상북도경찰청 영천경찰서 임고파출소,경상북도 영천시 임고면 포은로 439,[128.974237032567 36.0157285994507]
1739,경찰청 경상북도경찰청 영천경찰서 화산파출소,경상북도 영천시 화산면 장수로 908,[128.857567378224 36.0187631552677]
1740,경찰청 경상북도경찰청 영천경찰서 신녕파출소,경상북도 영천시 신녕면 장수로 1691,[128.787593363989 36.0425428923849]
1741,경찰청 경상북도경찰청 영천경찰서 화남파출소,경상북도 영천시 화남면 천문로 1599,[128.891588888513 36.0604751551928]
1742,경찰청 경상북도경찰청 영천경찰서 북안파출소,경상북도 영천시 북안면 운북로 2023,[129.008583956086 35.9176947736216]
1743,경찰청 경상북도경찰청 영천경찰서 대창파출소,경상북도 영천시 대창면 금창로 674,[128.895757687917 35.875761876513]
1744,경찰청 경상북도경찰청 영천경찰서 동부지구대,경상북도 영천시 창신2길13,[128.956999463649 35.9875285777428]
1745,경찰청 경상북도경찰청 영천경찰서 남부지구대,경상북도 영천시 완산2길 43,[128.940852307937 35.9651730759241]
1746,경찰청 경상북도경찰청 영천경찰서 중앙파출소,경상북도 영천시 최무선로 303,[128.9325126798 35.9678301027719]
1747,경찰청 경상북도경찰청 영천경찰서 청통파출소,경상북도 영천시 청통면 금송로 1025 ,[128.819452636345 35.9955147628046]
1748,경찰청 경상북도경찰청 상주경찰서 중앙지구대,경상북도 상주시 상서문로 63 ,[128.155729482156 36.4153827042564]
1749,경찰청 경상북도경찰청 상주경찰서 동문지구대,경상북도 상주시 중앙로 371 ,[128.179039072238 36.4181713710627]
1750,경찰청 경상북도경찰청 상주경찰서 모동파출소,경상북도 상주시 모동면 용호1길 21 ,[127.959984308238 36.3189441146151]
1751,경찰청 경상북도경찰청 상주경찰서 화북파출소,경상북도 상주시 화북면 문장로 1718 ,[127.919635293456 36.562414557538]
1752,경찰청 경상북도경찰청 상주경찰서 은척파출소,경상북도 상주시 은척면 봉중1길 6 ,[128.073707455399 36.5335025999428]
1753,경찰청 경상북도경찰청 상주경찰서 낙동파출소,경상북도 상주시 낙동면 영남제일로 105 ,[128.297393554991 36.364557333809]
1754,경찰청 경상북도경찰청 상주경찰서 화동파출소,경상북도 상주시 화동면 이소1길 42 ,[127.953927983988 36.389029789355]
1755,경찰청 경상북도경찰청 상주경찰서 사벌국파출소,경상북도 상주시 사벌면 덕담1길 59 ,[128.209341501886 36.4679536305575]
1756,경찰청 경상북도경찰청 상주경찰서 청리파출소,경상북도 상주시 청리면 청리중앙로 166-10 ,[128.130623856114 36.339569175534]
1757,경찰청 경상북도경찰청 상주경찰서 공성파출소,경상북도 상주시 공성면 공성중앙로 99 ,[128.093495717409 36.2848402549644]
1758,경찰청 경상북도경찰청 상주경찰서 공검파출소,경상북도 상주시 공검면 비재로 1288 ,[128.156451396504 36.5127779742468]
1759,경찰청 경상북도경찰청 상주경찰서 함창파출소,경상북도 상주시 함창읍 함창중앙로 112 ,[128.177077760481 36.568403445855]
1760,경찰청 경상북도경찰청 상주경찰서 화서파출소,경상북도 상주시 화서면 화령로 21 ,[127.949033176178 36.4445286277681]
1761,경찰청 경상북도경찰청 문경경찰서 농암파출소,경상북도 문경시 농암면 농암길 78,[128.002143512776 36.5986756960645]
1762,경찰청 경상북도경찰청 문경경찰서 가은파출소,경상북도 문경시 가은읍 가은로 137,[128.063758147646 36.642990746759]
1763,경찰청 경상북도경찰청 문경경찰서 산북파출소,경상북도 문경시 산북면 강동로 14,[128.260614966407 36.6561065875695]
1764,경찰청 경상북도경찰청 문경경찰서 산양파출소,경상북도 문경시 산양면 산양로 107,[128.25836299274 36.6111355894157]
1765,경찰청 경상북도경찰청 문경경찰서 점촌파출소,경상북도 문경시 돈달로 142 ,[128.200971564965 36.601773698069]
1766,경찰청 경상북도경찰청 문경경찰서 남부파출소,경상북도 문경시 모전로 144,[128.188958183003 36.5938504360906]
1767,경찰청 경상북도경찰청 문경경찰서 문경파출소,경상북도 문경시 문경읍 문희로 61,[128.107164014619 36.7375453419852]
1769,경찰청 경상북도경찰청 칠곡경찰서 왜관지구대,경상북도 칠곡군 왜관읍 2번도로길 33,[128.397120747546 35.9907093195359]
1770,경찰청 경상북도경찰청 칠곡경찰서 석적지구대,경상북도 칠곡군 석적읍 석적로 965,[128.394082344587 36.076429673987]
1771,경찰청 경상북도경찰청 칠곡경찰서 북삼지구대,경상북도 칠곡군 북삼읍 인평1길 2,[128.343409072992 36.0627308798099]
1772,경찰청 경상북도경찰청 칠곡경찰서 동명파출소,경상북도 칠곡군 동명면 금암중앙길 21,[128.553733068255 35.9807148573481]
1773,경찰청 경상북도경찰청 칠곡경찰서 지천파출소,경상북도 칠곡군 지천면 신동로 154,[128.489219789102 35.9560449094296]
1775,경찰청 경상북도경찰청 칠곡경찰서 약목파출소,경상북도 칠곡군 약목면 약목로3길 12 ,[128.364475485081 36.0334361257443]
1776,경찰청 경상북도경찰청 의성경찰서 의성지구대,경상북도 의성군 의성읍 충효로 65,[128.703093193055 36.3538536668756]
1777,경찰청 경상북도경찰청 의성경찰서 안평파출소,경상북도 의성군 안평면 안평의성로 1,[128.580378599266 36.3772812018617]
1778,경찰청 경상북도경찰청 의성경찰서 단밀파출소,경상북도 의성군 단밀면 주속길 70,[128.382906729161 36.376485435306]
1779,경찰청 경상북도경찰청 의성경찰서 봉양파출소,경상북도 의성군 봉양면 도리원1길 53,[128.579279047417 36.2991274248172]
1780,경찰청 경상북도경찰청 의성경찰서 안계파출소,경상북도 의성군 안계면 안계길 143,[128.436833452833 36.3843258187323]
1781,경찰청 경상북도경찰청 의성경찰서 춘산파출소,경상북도 의성군 춘산면 금성현서로 1491,[128.813270995599 36.2376340544879]
1782,경찰청 경상북도경찰청 의성경찰서 금성파출소,경상북도 의성군 금성면 탑리길 55,[128.681043015684 36.2559117025544]
1783,경찰청 경상북도경찰청 의성경찰서 옥산파출소,경상북도 의성군 옥산면 신감옥산로 1228-3,[128.805122312472 36.3945254841652]
1784,경찰청 경상북도경찰청 의성경찰서 다인파출소,경상북도 의성군 다인면 서릉길 62,[128.355483580277 36.448539590134]
1785,경찰청 경상북도경찰청 청도경찰서 풍각파출소,경상북도 청도군 풍각면 헐티로 212 ,[128.618060275778 35.641780736327]
1786,경찰청 경상북도경찰청 청도경찰서 이서파출소,경상북도 청도군 이서면 학산1길 48 ,[128.667268968073 35.6627981217031]
1787,경찰청 경상북도경찰청 청도경찰서 중앙파출소,경상북도 청도군 청도읍 청화로 194,[128.745496933046 35.6414750665969]
1788,경찰청 경상북도경찰청 청도경찰서 화양파출소,경상북도 청도군 화양읍 도주관로 142 ,[128.705094341291 35.6480251055195]
1789,경찰청 경상북도경찰청 청도경찰서 금천파출소,경상북도 청도군 금천면 금천로 46,[128.891193362505 35.6928765062635]
1790,경찰청 경상북도경찰청 청도경찰서 매전파출소,경상북도 청도군 매전면 청려로 3711 ,[128.857100761012 35.6680176101642]
1791,경찰청 경상북도경찰청 영덕경찰서 남정파출소,경상북도 영덕군 남정면 진불길 29,[129.37240435916 36.2842959567395]
1792,경찰청 경상북도경찰청 영덕경찰서 영덕파출소,경상북도 영덕군 영덕읍 중앙길 89,[129.370232181066 36.4105835130354]
1793,경찰청 경상북도경찰청 영덕경찰서 강구파출소,경상북도 영덕군 강구면 동해대로 4482,[129.380675018959 36.3574552420536]
1794,경찰청 경상북도경찰청 영덕경찰서 영해파출소,경상북도 영덕군 영해면 예주2길 9,[129.407647694495 36.5368760402597]
1795,경찰청 경상북도경찰청 영덕경찰서 축산파출소,경상북도 영덕군 축산면 영덕대게로 2049,[129.441939843672 36.5054006445581]
1796,경찰청 경상북도경찰청 영덕경찰서 병곡파출소,경상북도 영덕군 병곡면 병곡길 62,[129.410913695714 36.601408022384]
1797,경찰청 경상북도경찰청 울진경찰서 기성파출소,경상북도 울진군 기성면 기성로 667 ,[129.452881858598 36.7987615637536]
1798,경찰청 경상북도경찰청 울진경찰서 북면파출소,경상북도 울진군 북면 울진북로 2080 북면파출소,[129.373230640014 37.1020910078586]
1799,경찰청 경상북도경찰청 울진경찰서 죽변파출소,경상북도 울진군 죽변면 죽변중앙로 159,[129.421683479534 37.0596056580451]
1800,경찰청 경상북도경찰청 울진경찰서 울진파출소,경상북도 울진군 울진읍 읍내10길 20 ,[129.402863600215 36.9963391385753]
1801,경찰청 경상북도경찰청 울진경찰서 근남파출소,경상북도 울진군 근남면 울진북로 147 근남파출소,[129.395938979867 36.9630012123359]
1802,경찰청 경상북도경찰청 울진경찰서 후포파출소,경상북도 울진군 후포면 울진대게로 34-8,[129.443081817476 36.6766054205493]
1803,경찰청 경상북도경찰청 울진경찰서 평해파출소,경상북도 울진군 평해읍 평해로 61,[129.441228516504 36.7260155835023]
1804,경찰청 경상북도경찰청 울진경찰서 금강송파출소,경상북도 울진군 금강송면 불영계곡로 1723 ,[129.249555643653 36.9362109434857]
1805,경찰청 경상북도경찰청 봉화경찰서 석포파출소,경상북도 봉화군 석포면 석포로1길 6,[129.062452615733 37.044525333423]
1806,경찰청 경상북도경찰청 봉화경찰서 춘양파출소,경상북도 봉화군 춘양면 의양로 54,[128.912978012642 36.9369681959386]
1807,경찰청 경상북도경찰청 봉화경찰서 소천파출소,경상북도 봉화군 소천면 소천로 1259,[129.00172781547 36.9400941701444]
1808,경찰청 경상북도경찰청 봉화경찰서 명호파출소,경상북도 봉화군 명호면 노루목재길 24,[128.898185456933 36.8560521954654]
1809,경찰청 경상북도경찰청 봉화경찰서 봉화파출소,경상북도 봉화군 봉화읍 봉화로 1077,[128.727901093151 36.8920160851819]
1810,경찰청 경상북도경찰청 봉화경찰서 물야파출소,경상북도 봉화군 물야면 문수로 981 ,[128.736261613563 36.9743409225291]
1811,경찰청 경상북도경찰청 예천경찰서 예천지구대,경상북도 예천군 예천읍 충효로 198,[128.445961496295 36.6496469028844]
1812,경찰청 경상북도경찰청 예천경찰서 용궁파출소,경상북도 예천군 용궁면 용궁로 92,[128.275149245071 36.6070449188281]
1813,경찰청 경상북도경찰청 예천경찰서 풍양파출소,경상북도 예천군 풍양면 낙상1길 60-3,[128.29952685785 36.5108285338356]
1814,경찰청 경상북도경찰청 예천경찰서 용문파출소,경상북도 예천군 용문면 용문경천로 1213 ,[128.409513575014 36.6883961089643]
1815,경찰청 경상북도경찰청 예천경찰서 호명지구대,경상북도 예천군 호명면 호명로 547번지,[128.468626584275 36.5952128175222]
1816,경찰청 경상북도경찰청 예천경찰서 지보파출소,경상북도 예천군 지보면 지보로 151,[128.389042609315 36.5456458798207]
