학교구분,학교명,본분교,지역,주소,geometry
대학원대학,수도국제대학원대학교,본교,서울,서울특별시 관악구 남부순환로 1548(신림동) 수도국제대학원대학교,[126.922664128453 37.482993101302]
대학원대학,서울성경신학대학원대학교,본교,서울,"서울특별시 동작구 신대방14가길 45-1 (신대방동, 서울성경신학대학교) ",[126.913687364261 37.4903106371633]
대학원대학,예명대학원대학교,본교,서울,서울특별시 서초구 남부순환로337가길 49 (서초동) ,[127.023744729785 37.4842221155219]
대학원대학,서울사회복지대학원대학교,본교,서울,서울특별시 영등포구 영신로34길 18 (영등포동4가) ,[126.903143681464 37.519555574413]
대학원대학,온석대학원대학교,본교,경기,"경기도 용인시 처인구 남사면 아곡로96번길 79 (아곡리, 중앙신학대학원대학교) ",[127.163654573549 37.161790591652]
대학원대학,국제법률경영대학원대학교,본교,경기,"경기도 고양시 덕양구 내유길 230 (내유동, 국제법률경영대학원) ",[126.868077824322 37.7267720629754]
대학원대학,국제영어대학원대학교,본교,서울,서울특별시 강동구 양재대로81길 89 (성내동) ,[127.129485326316 37.5242251990346]
대학원대학,국제뇌교육종합대학원대학교,본교,충남,"충청남도 천안시 동남구 목천읍 교천지산길 284-31 (지산리, 국제뇌교육종합대학원대학교) ",[127.195571550213 36.7928080867271]
대학원대학,서울불교대학원대학교,본교,서울,"서울특별시 금천구 독산로70길 8 (독산동, 서울불교대학원대학교) ",[126.902325710646 37.4664180215116]
대학원대학,서울외국어대학원대학교,본교,서울,"서울특별시 서초구 남부순환로356길 85 (양재동, 서울외국어대학원대학교) ",[127.038956435153 37.481278538251]
대학원대학,서울벤처대학원대학교,본교,서울,"서울특별시 강남구 봉은사로 405 (삼성동, 서울벤처정보대학원대학교) ",[127.044368718885 37.5107740562309]
대학원대학,성서침례대학원대학교,본교,경기,"경기도 이천시 대월면 대평로 548-123 (장평리, 성서침례대학교) ",[127.52813079498 37.2088960667789]
대학원대학,에스라성경대학원대학교,본교,경기,"경기도 고양시 덕양구 대양로285번길 33-7 (고양동, 에스라성경대학원대학교) ",[126.894519094587 37.7032261739316]
대학원대학,개신대학원대학교,본교,서울,"서울특별시 강북구 도봉로 235 (미아동, 개신대학원대학교) ",[127.024506175514 37.6295549133101]
대학원대학,과학기술연합대학원대학교,본교,대전,"대전광역시 유성구 가정로 217 (가정동, UST) ",[127.367433510838 36.3849112321991]
대학원대학,서울과학종합대학원대학교,본교,서울,"서울특별시 서대문구 이화여대2길 46 (대현동, 서울아카데미빌딩) ",[126.948523684686 37.5573935500981]
대학원대학,선학유피대학원대학교,본교,경기,경기도 가평군 설악면 미사리로 324-211 선학유피대학원대학교,[127.540702580209 37.6884336387745]
대학원대학,경안대학원대학교,본교,경북,"경상북도 안동시 북후면 물한길 16-29 (물한리, 경안신학대학원대학교) ",[128.704480281587 36.6567958508003]
대학원대학,동방문화대학원대학교,본교,서울,"서울특별시 성북구 성북로28길 60 (성북동, 동방대학원대학교) ",[126.991487842715 37.596656643417]
대학원대학,북한대학원대학교,본교,서울,"서울특별시 종로구 북촌로15길 2 (삼청동, 북한대학교대학원) ",[126.983673775587 37.5858093171793]
대학원대학,순복음대학원대학교,본교,서울,"서울특별시 관악구 과천대로 927 (남현동, 대한하나님의성회) ",[126.981848198192 37.4734161306859]
대학원대학,실천신학대학원대학교,본교,경기,경기도 이천시 신둔면 인배로145번길 23 실천신학대학원대학교,[127.381952320045 37.3146641389515]
대학원대학,한림국제대학원대학교,본교,서울,"서울특별시 강남구 역삼로 405 (대치동, 한림국제대학원대학교제1관) ",[127.05142557188 37.5009760976318]
대학원대학,한반도국제대학원대학교,본교,서울,"서울특별시 용산구 임정로 17 (효창동, 한반도국제대학원대학교) ",[126.960139235986 37.5430772141445]
대학원대학,서울미디어대학원대학교,본교,서울,서울특별시 강서구 화곡로61길 99(등촌동) ,[126.846970785459 37.5582049766225]
대학원대학,서울상담심리대학원대학교,본교,서울,"서울특별시 종로구 율곡로 154 (원남동, 용문빌딩) ",[126.995919201128 37.5760847789287]
대학원대학,한국상담대학원대학교,본교,서울,"서울특별시 서초구 효령로 366 (서초동, 한국상담대학원대학교) ",[127.023975566719 37.4869165342607]
대학원대학,주안대학원대학교,본교,인천,"인천광역시 미추홀구 석바위로74번길 11 (주안동, 주안대학원대학교) ",[126.681467998134 37.4604792279034]
대학원대학,한국전력국제원자력대학원대학교,본교,울산,울산광역시 울주군 서생면 해맞이로 658-91 (신암리) ,[129.30880326391 35.3338787105223]
대학원대학,한국학대학원,본교,경기,"경기도 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원) ",[127.055265494451 37.3919352469301]
대학원,강릉원주대학교 대학원,본교,강원,"강원도 강릉시 죽헌길 7 (지변동, 강릉원주대학교) ",[128.870004836608 37.7656949331429]
대학원,강릉원주대학교 대학원,제2캠퍼스,강원,"강원도 원주시 흥업면 남원로 150 (흥업리, 강릉원주대학교원주캠퍼스) ",[127.922180834517 37.3051998482115]
대학원,강릉원주대학교 경영정책과학대학원,제2캠퍼스,강원,"강원도 원주시 흥업면 남원로 150 (흥업리, 강릉원주대학교원주캠퍼스) ",[127.922180834517 37.3051998482115]
대학원,강릉원주대학교 경영정책과학대학원,본교,강원,"강원도 강릉시 죽헌길 7 (지변동, 강릉원주대학교) ",[128.870004836608 37.7656949331429]
대학원,강릉원주대학교 교육대학원,제2캠퍼스,강원,"강원도 원주시 흥업면 남원로 150 (흥업리, 강릉원주대학교원주캠퍼스) ",[127.922180834517 37.3051998482115]
대학원,강릉원주대학교 교육대학원,본교,강원,"강원도 강릉시 죽헌길 7 (지변동, 강릉원주대학교) ",[128.870004836608 37.7656949331429]
대학원,강릉원주대학교 산업대학원,본교,강원,"강원도 강릉시 죽헌길 7 (지변동, 강릉원주대학교) ",[128.870004836608 37.7656949331429]
대학원,강릉원주대학교 산업대학원,제2캠퍼스,강원,"강원도 원주시 흥업면 남원로 150 (흥업리, 강릉원주대학교원주캠퍼스) ",[127.922180834517 37.3051998482115]
대학원,강원대학교 일반대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) ",[127.748387408095 37.8680243076332]
대학원,강원대학교 경영대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) ",[127.748387408095 37.8680243076332]
대학원,강원대학교 교육대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) 교육4호관",[127.748387408095 37.8680243076332]
대학원,강원대학교 산업과학대학원,제2캠퍼스,강원,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스) ",[129.160054612759 37.4508028312358]
대학원,강원대학교 산업대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) ",[127.748387408095 37.8680243076332]
대학원,강원대학교 법학전문대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) ",[127.748387408095 37.8680243076332]
대학원,강원대학교 의학전문대학원,본교,강원,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교) ",[127.748387408095 37.8680243076332]
