학교구분,학교명,본분교,지역,주소
대학원,고신대학교 기독교상담대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,고신대학교 선교목회대학원,본교,부산,"부산광역시 영도구 와치로 194 (동삼동, 고신대학교) "
대학원,가톨릭관동대학교 일반대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,가톨릭관동대학교 경영행정・사회복지대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,가톨릭관동대학교 교육대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,가톨릭관동대학교 선교신학대학원,본교,강원,"강원도 강릉시 범일로579번길 24 (내곡동, 가톨릭관동대학교) "
대학원,광신대학교 대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광신대학교 교육대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광신대학교 국제대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광신대학교 사회복지대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광신대학교 신학대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광신대학교 상담치료대학원,본교,광주,"광주광역시 북구 양산택지소로 36 (본촌동, 광신대학교) "
대학원,광운대학교 대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광운대학교 경영대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) 한울관 214호"
대학원,광운대학교 교육대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광운대학교 환경대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광운대학교 건설법무대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광운대학교 상담복지정책대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광운대학교 정보콘텐츠대학원,본교,서울,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) "
대학원,광주가톨릭대학교 대학원,본교,전남,"전라남도 나주시 남평읍 중남길 12-25 (남석리, 광주가톨릭대학교) "
대학원,광주여자대학교 일반대학원,본교,광주,광주광역시 광산구 광주여대길 45 (산정동) 
대학원,광주여자대학교 교육대학원,본교,광주,광주광역시 광산구 광주여대길 45 (산정동) 
대학원,광주여자대학교 사회개발대학원,본교,광주,광주광역시 광산구 광주여대길 45 (산정동) 
대학원,국민대학교 대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 경영대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 교육대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 디자인대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 법무대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 스포츠산업대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 정치대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 행정대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 자동차공학전문대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 테크노디자인전문대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 공학대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 비즈니스IT전문대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,국민대학교 종합예술대학원,본교,서울,"서울특별시 성북구 정릉로 77 (정릉동, 국민대학교) "
대학원,강서대학교 일반대학원,본교,서울,"서울특별시 강서구 까치산로24길 47 (화곡동, 케이씨대학교) "
대학원,강서대학교 교육대학원,본교,서울,"서울특별시 강서구 까치산로24길 47 (화곡동, 케이씨대학교) "
대학원,강서대학교 사회복지대학원,본교,서울,"서울특별시 강서구 까치산로24길 47 (화곡동, 케이씨대학교) "
대학원,강서대학교 신학대학원,본교,서울,"서울특별시 강서구 까치산로24길 47 (화곡동, 케이씨대학교) "
대학원,극동대학교 일반대학원,본교,충북,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교) "
대학원,극동대학교 교육대학원,본교,충북,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교) "
대학원,극동대학교 보건과학대학원,본교,충북,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교) "
대학원,극동대학교 글로벌대학원,본교,충북,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교) "
대학원,극동대학교 국제개발대학원,본교,충북,"충청북도 음성군 감곡면 대학길 76-32 (왕장리, 극동대학교) "
대학원,나사렛대학교 일반대학원,본교,충남,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교) "
대학원,나사렛대학교 교육대학원,본교,충남,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교) "
대학원,나사렛대학교 신학대학원,본교,충남,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교) "
대학원,나사렛대학교 재활복지대학원,본교,충남,"충청남도 천안시 서북구 월봉로 48 (쌍용동, 나사렛대학교) "
대학원,단국대학교 일반대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 경영대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 교육대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 문화예술대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 특수교육대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 행정법무대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 부동산・건설대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,단국대학교 영화콘텐츠전문대학원,본교,경기,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교) "
대학원,대구대학교 대학원,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) "
대학원,대구대학교 교육대학원,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) "
대학원,대구대학교 디자인대학원,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) "
대학원,대구대학교 사회복지대학원,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) "
대학원,대구대학교 재활과학대학원,본교,대구,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교) "
대학원,대구대학교 특수교육대학원,본교,경북,"경상북도 경산시 진량읍 대구대로 201 (내리리, 대구대학교경산캠퍼스) "
대학원,대구대학교 산업・행정대학원,본교,대구,"대구광역시 남구 성당로50길 33 (대명동, 대구대학교) "
대학원,대구가톨릭대학교 대학원,본교,경북,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) "
대학원,대구가톨릭대학교 경영대학원,본교,대구,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) "
대학원,대구가톨릭대학교 교육대학원,본교,경북,"경상북도 경산시 하양읍 하양로 13-13 (금락리, 대구가톨릭대학교) "
대학원,대구가톨릭대학교 디자인대학원,본교,대구,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) "
대학원,대구가톨릭대학교 사회복지대학원,본교,대구,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) "
대학원,대구가톨릭대학교 신학대학원,본교,대구,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) "
대학원,세한대학교 일반대학원,본교,전남,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) "
대학원,세한대학교 경영행정대학원,본교,전남,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) "
대학원,세한대학교 교육대학원,본교,전남,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) "
대학원,세한대학교 보건대학원,본교,전남,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) "
대학원,세한대학교 산업기술대학원,본교,전남,"전라남도 영암군 삼호읍 녹색로 1113 (산호리, 세한대학교) "
대학원,대신대학교 대학원,본교,경북,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교) "
대학원,대신대학교 신학대학원,본교,경북,"경상북도 경산시 경청로222길 33 (백천동, 대신대학교) "
대학원,대전가톨릭대학교 대학원,본교,세종,"세종특별자치시 전의면 가톨릭대학로 30 (신방리, 대전가톨릭대학교) "
대학원,대전대학교 일반대학원,본교,대전,"대전광역시 동구 대학로 62 (용운동, 대전대학교) "
대학원,대전대학교 교육대학원,본교,대전,대전광역시 서구 대덕대로176번길 59(둔산동) 
대학원,대전대학교 경영행정・사회복지대학원,본교,대전,대전광역시 서구 대덕대로176번길 59(둔산동) 
대학원,대진대학교 대학원,본교,경기,"경기도 포천시 호국로 1007 (선단동, 대진대학교) "
대학원,대진대학교 교육대학원,본교,경기,"경기도 포천시 호국로 1007 (선단동, 대진대학교) "
대학원,대진대학교 법무행정대학원,본교,경기,"경기도 포천시 호국로 1007 (선단동, 대진대학교) "
대학원,대진대학교 통일대학원,본교,경기,"경기도 포천시 호국로 1007 (선단동, 대진대학교) "
대학원,대진대학교 문화예술전문대학원,본교,경기,"경기도 포천시 호국로 1007 (선단동, 대진대학교) "
